ID,USERID,Nome:,Gênero:,Qual sua faixa etária (idade)?,É a primeira vez que você cursa a disciplina de Programação Estruturada?,"Se a resposta anterior foi ""Não"", informe o motivo?",Você possui alguma experiência na Área de Programação?,Qual o principal motivo para você ter escolhido o curso de Bacharelado em Ciência da Computação?,"Se você marcou na pergunta anterior ""Outro"" informe o motivo abaixo:",Qual a principal razão para você ter escolhido o IFMA Campus Caxias para cursar a graduação?,"Se você marcou na pergunta anterior ""Outro"" informe o motivo abaixo:.1",Qual seu estado civil?,Qual é a sua cor/etnia?,Onde você frequentou o Ensino Médio?,Qual modalidade de ensino médio você concluiu?,"Se na pergunta anterior você marcou ""Profissionalizante técnico"". Qual foi o curso e onde você cursou?","Quantas horas por semana, aproximadamente, você pode dedicar aos estudos (excetuando as horas de aula)?",FEEDBACK_Q1,Q1,NOTA_Q1,FEEDBACK_Q2,Q2,NOTA_Q2,BASE_ALG,FEEDBACK_Q3,Q3,NOTA_Q3,BASE_DEC,FEEDBACK_Q4,Q4,NOTA_Q4,FEEDBACK_Q5,Q5,NOTA_Q5,FEEDBACK_Q6,Q6,NOTA_Q6,BASE_REC,FEEDBACK_Q7,Q7,NOTA_Q7,FEEDBACK_Q8,Q8,NOTA_Q8,FEEDBACK_Q9,Q9,NOTA_Q9,BASE_ABS,TOTAL_CP,Q1_,Q2_,Q3_,Q4_,Q5_,Q6_,Q7_,Q8_,Q9_
aluno 13,34,Aluno 13,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Proximidade da minha residência,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,,N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,1.66,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu resolver a questão usando o teorema de pitágoras, mas errou na realização do cálculo matemático, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",S,0.83,1.25,5.42,0,0,0,-1,1,1,-1,0,1
aluno 14,48,Aluno 14,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Proximidade da minha residência,,Solteiro(a),Branca,Todo em escola pública,Profissionalizante técnico,Administração na Etec Ermelinda Giannini Teixeira,De uma a três horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno conseguiu elaborar parcialmente o conceito, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.88,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,2.08,"O aluno conseguiu chegar a um resultado correto, mas não soube explicar o processo para a resolução, sendo necessaria uma revisão sobre esta base do PC",P,0.42,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",S,0.83,2.08,7.29,1,0,0,0,1,1,0,1,1
aluno 15,53,Aluno 15,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Proximidade da minha residência,,Solteiro(a),Parda,Todo em escola pública,Profissionalizante técnico,Agroindústria,De uma a três horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,,N,0,0.63,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,,N,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,1.88,0,-1,0,-1,-1,-1,-1,-1,-1
aluno 16,45,Aluno 16,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já fiz cursos, consigo realizar pequenos projetos, mas nada muito avançado.",Valorização profissional,,Qualidade/reputação,,Solteiro(a),Parda,Todo em escola pública,Profissionalizante técnico,"Ifma campus caixas, curso de informática",De uma a três horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0,"O aluno conseguiu chegar a um resultado correto, mas não soube explicar o processo para a resolução, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,,N,0,0.42,1.68,0,0,-1,-1,-1,-1,0,-1,-1
aluno 18,38,Aluno 18,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Inserção no mercado de trabalho,,Proximidade da minha residência,,Solteiro(a),Parda,Todo em escola particular,Ensino médio tradicional,,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,O aluno conseguiu reconhecer o padrão disponível na questão.,S,0.83,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,2.08,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu estabelecer parcialmente a relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",P,0.42,1.25,5.84,0,0,0,0,1,1,-1,1,0
aluno 19,54,Aluno 19,Masculino,Entre 18 e 25 anos,Não,"Decidi repetir a matéria como ouvinte pois não sinto que me desenvolvi como gostaria na primeira vez, pois estava faltando muito na faculdade e eventualmente tranquei o curso depois.","Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Inserção no mercado de trabalho,,Oferta do curso pretendido,,Solteiro(a),Branca,Todo em escola particular,Ensino médio tradicional,,De quatro a sete horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno cita que o algoritmo é uma sequencia de passo a passo, no entanto, não se refere que os passos deverão serem finitos e com uma quantidade finita de esforço, conforme o conceito de Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.88,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, no entanto a resposta não está correta, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"O aluno conseguiu reconhecer parcialmente um padrão, disponivel na questão, mas não soube executar corretamente, sendo necessaria uma revisão sobre esta base do PC",P,0.42,1.67,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,4.8,1,0,0,0,1,0,-1,-1,-1
aluno 20,30,Aluno 20,Masculino,Entre 26 e 30 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Inserção no mercado de trabalho,,Oferta do curso pretendido,,Solteiro(a),Branca,Todo em escola pública,Ensino médio tradicional,,De uma a três horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.88,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,O aluno conseguiu reconhecer o padrão disponível na questão.,S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"O aluno conseguiu chegar a um resultado correto, mas não soube explicar o processo para a resolução, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0.42,4.38,1,0,0,-1,1,-1,0,-1,-1
aluno 21,22,Aluno 21,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já fiz cursos, consigo realizar pequenos projetos, mas nada muito avançado.",Vocação,,Oferta do curso pretendido,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,Mais de doze horas,"O aluno não conseguiu elaborar a sequência da questão, será necessário a revisão sobre algoritmos.",N,0,"O aluno conseguiu elaborar parcialmente o conceito, como uma lista de instruções que devem ser seguidas para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,0.63,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,2.08,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",S,0.83,2.49,6.45,-1,0,0,0,1,1,1,1,1
aluno 22,49,Aluno 22,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Qualidade/reputação,,Solteiro(a),Negra,Todo em escola pública,Ensino médio tradicional,,De uma a três horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,O aluno conseguiu reconhecer o padrão disponível na questão.,S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,1.66,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu resolver a questão usando o teorema de pitágoras, mas errou na realização do cálculo matemático, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu estabelecer parcialmente a relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",P,0.42,1.67,5.84,0,0,0,1,1,-1,1,0,0
aluno 24,44,Aluno 24,Feminino,Entre 18 e 25 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Valorização profissional,,Qualidade/reputação,,Solteiro(a),Parda,Todo em escola pública,Profissionalizante técnico,"Informática- IFMA, campus Caxias.",De quatro a sete horas,"A aluna conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"Apesar de reconhecer que o algoritmo é usado para a resolução de problemas, a aluna precisa revisar o conceito de acordo com Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson, autores do livro ""Introduction to Algorithms"", definem algoritmo da seguinte forma: ""Um algoritmo é um conjunto finito de instruções não ambíguas, cada uma das quais pode ser executada mecanicamente em um período de tempo finito e com uma quantidade finita de esforço"".",P,0.63,1.26,"A aluna não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,2.09,0,0,-1,-1,1,-1,-1,-1,-1
aluno 25,46,Aluno 25,Feminino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Valorização profissional,,Qualidade/reputação,,Solteiro(a),Negra,Todo em escola pública,Ensino médio tradicional,,De uma a três horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,O aluno não coseguiu elaborar um conceito para algoritmos.,N,0,0.63,,N,0,0,,N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,,N,0,,N,0,0,1.46,0,-1,-1,-1,1,-1,-1,-1,-1
