ID,USERID,Nome:,Gênero:,Qual sua faixa etária (idade)?,É a primeira vez que você cursa a disciplina de Programação Estruturada?,"Se a resposta anterior foi ""Não"", informe o motivo?",Você possui alguma experiência na Área de Programação?,Qual o principal motivo para você ter escolhido o curso de Bacharelado em Ciência da Computação?,"Se você marcou na pergunta anterior ""Outro"" informe o motivo abaixo:",Qual a principal razão para você ter escolhido o IFMA Campus Caxias para cursar a graduação?,"Se você marcou na pergunta anterior ""Outro"" informe o motivo abaixo:.1",Qual seu estado civil?,Qual é a sua cor/etnia?,Onde você frequentou o Ensino Médio?,Qual modalidade de ensino médio você concluiu?,"Se na pergunta anterior você marcou ""Profissionalizante técnico"". Qual foi o curso e onde você cursou?","Quantas horas por semana, aproximadamente, você pode dedicar aos estudos (excetuando as horas de aula)?",FEEDBACK_Q1,Q1,NOTA_Q1,FEEDBACK_Q2,Q2,NOTA_Q2,BASE_ALG,FEEDBACK_Q3,Q3,NOTA_Q3,BASE_DEC,FEEDBACK_Q4,Q4,NOTA_Q4,FEEDBACK_Q5,Q5,NOTA_Q5,FEEDBACK_Q6,Q6,NOTA_Q6,BASE_REC,FEEDBACK_Q7,Q7,NOTA_Q7,FEEDBACK_Q8,Q8,NOTA_Q8,FEEDBACK_Q9,Q9,NOTA_Q9,BASE_ABS,TOTAL_CP,Q1_,Q2_,Q3_,Q4_,Q5_,Q6_,Q7_,Q8_,Q9_
aluno 26,51,Aluno 26,Masculino,Menor de 18 anos,Não,Aluno técnico em informática do IFMA,"Sim, muita experiência mas não trabalho na área.",Vocação,,Qualidade/reputação,,Solteiro(a),Parda,Todo em escola pública,Profissionalizante técnico,Técnico em Informática,De uma a três horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno não conseguiu elaborar um conceito para algoritmo Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",N,0,0.63,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu resolver a questão usando o teorema de pitágoras, mas errou na realização do cálculo matemático, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu estabelecer parcialmente a relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",P,0.42,1.67,4.38,0,-1,0,-1,1,-1,1,0,0
aluno 28,27,Aluno 28,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Outro,,Gratuidade,,Solteiro(a),Branca,Todo em escola particular,Ensino médio tradicional,,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"O aluno conseguiu reconhecer parcialmente um padrão, disponivel na questão, mas não soube explicar corretamente, sendo necessaria uma revisão sobre esta base do PC",P,0.42,1.67,"O aluno conseguiu chegar a um resultado correto, mas não soube explicar o processo para a resolução, sendo necessaria uma revisão sobre esta base do PC",P,0.42,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"O aluno conseguiu estabelecer parcialmente a relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",P,0.42,1.67,4.6,0,0,-1,0,1,0,0,1,0
aluno 30,21,Aluno 30,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Vocação,,Oferta do curso pretendido,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,De quatro a sete horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.88,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"O aluno conseguiu chegar a um resultado correto, mas não soube explicar o processo para a resolução, sendo necessaria uma revisão sobre esta base do PC",P,0.42,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,,N,0,1.25,5.21,1,0,0,-1,1,-1,0,1,-1
aluno 31,18,Aluno 31,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já fiz cursos, consigo realizar pequenos projetos, mas nada muito avançado.",Vocação,,Oferta do curso pretendido,,Solteiro(a),Branca,Todo em escola pública,Profissionalizante técnico,Tecnico em Eletromecanica cursado no IFMA Campus Timon,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"Apesar de reconhecer que o algoritmo é uma sequencia de passos usados para a resolução de problemas, o aluno precisa revisar o conceito de acordo com Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson, autores do livro ""Introduction to Algorithms"", definem algoritmo da seguinte forma: ""Um algoritmo é um conjunto finito de instruções não ambíguas, cada uma das quais pode ser executada mecanicamente em um período de tempo finito e com uma quantidade finita de esforço"".",P,0.63,1.26,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu resolver a questão usando o teorema de pitágoras, mas provavelmente não conseguiu identificar a abstração, já que não respondeu a questão anterior, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0.42,2.51,0,0,-1,-1,1,-1,-1,0,-1
aluno 32,23,Aluno 32,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Vocação,,Gratuidade,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"Apesar de reconhecer que o algoritmo é usado para a resolução de problemas, o aluno precisa revisar o conceito de acordo com Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson, autores do livro ""Introduction to Algorithms"", definem algoritmo da seguinte forma: ""Um algoritmo é um conjunto finito de instruções não ambíguas, cada uma das quais pode ser executada mecanicamente em um período de tempo finito e com uma quantidade finita de esforço"".",P,0.63,1.26,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno conseguiu reconhecer padrões, no entanto não conseguiu resolver corretamente, sendo necessaria uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,1.25,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,2.51,0,0,-1,0,1,-1,-1,-1,-1
aluno 33,29,Aluno 33,Masculino,Menor de 18 anos,Sim,,"Sim, já tive contato, mas não consigo programar sozinho sem ajuda.",Inserção no mercado de trabalho,,Qualidade/reputação,,Solteiro(a),Branca,Todo ou a maior parte em escola particular COM BOLSA,Ensino médio tradicional,,Mais de doze horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,,,0,1.25,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,O aluno conseguiu reconhecer o padrão disponível na questão.,S,0.83,"O aluno conseguiu reconhecer parcialmente um padrão, disponivel na questão, mas não soube explicar corretamente, sendo necessaria uma revisão sobre esta base do PC",P,0.42,2.08,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,,N,0,"O aluno conseguiu estabelecer parcialmente a relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",P,0.42,1.25,4.58,1,-1,-1,1,1,0,1,-1,0
aluno 34,31,Aluno 34,Masculino,Acima de 30 anos,Sim,,"Não, será o primeiro contato.",Possibilidade de conciliar trabalho e estudo,,Oferta do curso pretendido,,Casado(a),Branca,Maior parte em escola pública,Educação de Jovens e Adulto (EJA) e/ou supletivo.,,De quatro a sete horas,"O aluno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno não conseguiu elaborar um conceito para algoritmo Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",N,0,1.25,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,2.08,1,-1,-1,-1,1,-1,-1,-1,-1
aluno 35,37,Aluno 35,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Qualidade/reputação,,Solteiro(a),Branca,Todo em escola pública,Ensino médio tradicional,,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo consideou apenas o volume dos cubos, o que prejudicou na resolução da questão, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,1.25,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,3.76,0,0,0,0,1,-1,-1,-1,-1
aluno 36,47,Aluno 36,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Influência familiar,,Qualidade/reputação,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,Mais de doze horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,O aluno não coseguiu elaborar um conceito para algoritmos.,N,0,0.63,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,O aluno conseguiu acertar o resultado mas não explicou o padrão disponível na questão.,P,0.42,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.42,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0.83,1.88,0,-1,-1,-1,0,-1,-1,1,-1
aluno 37,42,Aluno 37,Masculino,Entre 18 e 25 anos,Sim,,"Não, será o primeiro contato.",Outro,Apenas via algumas pessoas fazendo projetos e me interessei na área de programação.,Gratuidade,,Solteiro(a),Parda,Todo em escola pública,Ensino médio tradicional,,De uma a três horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,O aluno não coseguiu elaborar um conceito para algoritmos.,N,0,1.25,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, mas não consegui explicar como chegou ao resultado, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.42,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,"A aluna não conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, sendo necessaria uma revisão para esta base do PC.",N,0,0,2.92,1,-1,0,0,-1,-1,-1,-1,-1
aluno 38,52,Aluno 38,Masculino,Entre 18 e 25 anos,Sim,,"Sim, já fiz cursos, consigo realizar pequenos projetos, mas nada muito avançado.",Outro,"Dinheiro, din din, money, dinero, χρήματα, geld, پول, гроші, 钱, soldi, 돈, argent",Proximidade da minha residência,,Solteiro(a),Negra,Todo em escola pública,Profissionalizante técnico,Curso Técnico em Informática no Ifma Campus Caxias,De quatro a sete horas,"O aluno conseguiu elaborar parcialmente a sequência da questão, no entanto, a lógica usada não é a correta, já que esqueceu de desligar o disjuntor, será necessário a revisão sobre algoritmos.",P,0.63,"O aluno cita que o algoritmo é uma sequencia de passo a passo, no entanto, não se refere que os passos deverão serem finitos e com uma quantidade finita de esforço, conforme o conceito de Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.26,"O aluno não coseguiu elaborar uma resposta para a questão, nesse caso será necessário uma revisão sobre a decomposição, base do pensamento computacional",N,0,0,"O aluno conseguiu reconhecer o padrão na sequencia disponível na questão, no entanto não explicou corretamente, assim, será necessário uma revisão sobre esta base do PC",P,0.42,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,O aluno conseguiu reconhecer o padrão disponivel na questão.,S,0.83,2.08,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,O aluno conseguiu resolver a questão por teorema de pitagoras e e reconheceu a abstração presente na questão.,S,0.83,"A aluna conseguiu estabelecer uma relação entre as questões 7 e 8, sobre abstração, p uso do teorema de pitágoras.",S,0.83,2.49,5.83,0,0,-1,0,1,1,1,1,1
aluno 39,28,Aluno 39,Masculino,Menor de 18 anos,Sim,,"Não, será o primeiro contato.",Inserção no mercado de trabalho,,Oferta do curso pretendido,,Solteiro(a),Parda,Todo em escola particular,Ensino médio tradicional,,De uma a três horas,"O auno coseguiu listar os passos de maneira lógica para a resolução da atividade, portanto o aluno possui conhecimento prévio sobre algoritmo.",S,1.25,"O aluno conseguiu elaborar parcialmente o conceito, como uma sequencia lógica para resolver problemas, no entanto, não conseguiu elaborar um conceito para algoritmo conforme Clifford Stein, Ronald Rivest, Thomas Cormen e Charles Leiserson. Portanto, o aluno precisa melhorar a sua elaboração sobre o conceito de Algoritmo, assim, possui um conhecimento parcial sobre esse conceito.",P,0.63,1.88,"O aluno conseguiu reconhecer a decomposição presente na questão, no entanto, no seu calculo sobrou espaço na caixa que poderia caber mais caixas, será necessario uma revisão sobre esta base do PC.",P,1.25,1.25,"O aluno não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,"O aluno conseguiu reconhecer o padrão disponível na questão, talvez por ter sido um padrão mais simples do que da questão anterior, mesmo assim, será necessário uma revisão sobre esta base do PC",S,0.83,"A aluna não conseguiu reconhecer o padrão disponivel na questão, sendo necessaria uma revisão sobre esta base do PC",N,0,0.83,"A aluna não conseguiu resolver a questão sobre abstração, sendo necessaria uma revisão sobre esta base do PC",N,0,,N,0,,N,0,0,3.96,1,0,0,-1,1,-1,-1,-1,-1